order_id,product_id,customer_id,category,subcategory,product_price,discount_percent,final_price,order_channel,payment_method,delivery_days,customer_tenure_days,num_prior_orders,num_prior_returns,customer_segment,region,weather_at_order,returned
O-02904,P-7492,C-4344,Electronics,Laptop,1532.0,8.0,1409.44,App,Wallet,9,466,29,2,Loyal,East,Rainy,0
O-02905,P-1898,C-7961,Clothing,Jeans,16627.0,26.0,12303.98,Website,COD,8,1770,29,7,New,East,Cold,1
O-02906,P-6822,C-8833,Electronics,Headphone,1642.0,22.0,1280.76,App,Wallet,9,142,48,9,New,North,Hot,1
O-02907,P-1797,C-8474,Footwear,Sandals,19508.0,12.0,17167.04,Mobile Web,Wallet,9,90,38,2,Regular,South,Cold,1
O-02908,P-9404,C-1376,Home,Bedsheet,16634.0,35.0,10812.1,Website,Credit Card,8,632,33,2,Regular,West,Cold,0
O-02909,P-7405,C-7408,Shoes,Casual,7132.0,13.0,6204.84,Website,COD,2,493,0,4,Regular,South,Cold,1
O-02910,P-6317,C-2864,Electronics,Laptop,17245.0,41.0,10174.55,Website,UPI,8,761,41,9,New,West,Hot,1
O-02911,P-7001,C-1076,Footwear,Sandals,4139.0,35.0,2690.35,App,Credit Card,7,590,44,5,Regular,North,Hot,0
O-02912,P-7926,C-9960,Beauty,Cream,4379.0,3.0,4247.63,App,Credit Card,6,1407,25,9,New,North,Clear,1
O-02913,P-4299,C-1803,Clothing,Kurta,8485.0,35.0,5515.25,Website,COD,5,1761,9,2,Loyal,South,Rainy,1
O-02914,P-1207,C-5767,Beauty,Perfume,18963.0,49.0,9671.13,Mobile Web,Wallet,4,985,7,1,Regular,North,Cold,0
O-02915,P-1985,C-2291,Home,Cookware,8925.0,47.0,4730.25,App,COD,8,100,14,8,Loyal,North,Rainy,0
O-02916,P-3568,C-4248,Electronics,Headphone,12309.0,7.0,11447.37,Website,Wallet,3,1293,24,7,Regular,South,Hot,0
O-02917,P-1479,C-4201,Clothing,Tshirt,3653.0,7.0,3397.29,App,Wallet,5,1576,44,7,Regular,West,Rainy,0
O-02918,P-3063,C-3964,Beauty,Cream,12610.0,17.0,10466.3,Website,COD,2,1840,4,7,New,South,Rainy,0
O-02919,P-7520,C-9251,Beauty,Serum,3595.0,0.0,3595.0,App,Credit Card,2,429,41,2,New,North,Cold,0
O-02920,P-3378,C-1420,Shoes,Running,18824.0,30.0,13176.8,Mobile Web,Wallet,1,961,24,4,Regular,South,Rainy,0
O-02921,P-2673,C-7771,Clothing,Kurta,11554.0,12.0,10167.52,Website,COD,9,1852,20,4,Regular,North,Clear,1
O-02922,P-3752,C-6529,Electronics,Mobile,18625.0,43.0,10616.25,App,Wallet,8,360,10,3,New,South,Hot,1
O-02923,P-7617,C-3221,Footwear,Boots,17437.0,28.0,12554.64,Mobile Web,UPI,7,532,8,5,Regular,East,Cold,0
O-02924,P-1623,C-5682,Beauty,Cream,15775.0,6.0,14828.5,Mobile Web,UPI,2,376,41,6,Regular,West,Clear,0
O-02925,P-2335,C-7500,Electronics,Charger,19144.0,41.0,11294.96,Website,UPI,2,1181,42,2,Regular,East,Hot,0
O-02926,P-4474,C-3265,Electronics,Laptop,14149.0,26.0,10470.26,Website,Wallet,3,57,7,5,New,West,Rainy,0
O-02927,P-5565,C-5113,Footwear,Boots,15956.0,36.0,10211.84,App,Wallet,7,1783,36,0,New,South,Rainy,1
O-02928,P-9521,C-9508,Shoes,Casual,7692.0,6.0,7230.48,Mobile Web,UPI,8,583,43,8,New,South,Hot,0
O-02929,P-4455,C-2605,Beauty,Cream,15560.0,2.0,15248.8,App,Credit Card,2,1391,3,8,Loyal,South,Rainy,1
O-02930,P-5989,C-2529,Home,Lamp,18714.0,24.0,14222.64,Mobile Web,Credit Card,3,621,4,7,New,East,Cold,0
O-02931,P-6456,C-5870,Beauty,Perfume,1807.0,13.0,1572.09,Website,UPI,5,109,43,5,Regular,South,Rainy,0
O-02932,P-6073,C-9126,Footwear,Sneakers,6410.0,43.0,3653.7,Website,Wallet,1,1013,17,0,New,North,Clear,1
O-02933,P-1719,C-8815,Beauty,Serum,19267.0,4.0,18496.32,Website,Wallet,2,27,24,5,New,North,Clear,0
O-02934,P-1244,C-6998,Clothing,Shirt,9249.0,19.0,7491.69,Mobile Web,Credit Card,9,1278,27,9,Loyal,West,Cold,0
O-02935,P-2276,C-5745,Beauty,Serum,11374.0,41.0,6710.66,Mobile Web,UPI,3,18,15,3,Loyal,North,Hot,0
O-02936,P-1949,C-3395,Clothing,Jeans,18884.0,37.0,11896.92,App,Credit Card,8,1279,20,7,Loyal,North,Hot,0
O-02937,P-9292,C-6595,Electronics,Mobile,5959.0,17.0,4945.97,Mobile Web,COD,8,384,28,3,Loyal,East,Rainy,0
O-02938,P-1279,C-4302,Home,Bedsheet,14591.0,39.0,8900.51,Mobile Web,UPI,8,1102,13,3,Regular,North,Rainy,0
O-02939,P-8260,C-9206,Shoes,Casual,15923.0,19.0,12897.63,Website,Credit Card,8,284,12,6,New,West,Rainy,0
O-02940,P-5593,C-8224,Footwear,Boots,12611.0,25.0,9458.25,Mobile Web,COD,5,1568,32,4,Loyal,South,Clear,1
O-02941,P-9841,C-4539,Beauty,Perfume,,,4934.4,,COD,7,341,39,0,Loyal,,Clear,1
O-02942,P-9587,C-5712,Home,Cookware,12869.0,4.0,12354.24,Mobile Web,UPI,8,668,22,3,Regular,North,Hot,1
O-02943,P-5365,C-6740,Beauty,Perfume,890.0,33.0,596.3,App,COD,3,314,20,8,Loyal,North,Hot,0
O-02944,P-2076,C-7434,Clothing,Tshirt,14145.0,7.0,13154.85,App,COD,8,1413,46,5,Regular,East,Cold,1
O-02945,P-5048,C-8588,Shoes,Formal,17570.0,27.0,12826.1,Website,Wallet,9,575,9,1,Regular,West,Cold,0
O-02946,P-1677,C-5752,Clothing,Tshirt,9623.0,3.0,9334.31,Mobile Web,Wallet,5,1294,43,4,New,West,Clear,0
O-02947,P-3665,C-4263,Home,Cookware,7017.0,32.0,4771.56,Website,COD,9,1963,35,1,Regular,South,Clear,0
O-02948,P-9732,C-8420,Shoes,Formal,6531.0,17.0,5420.73,Website,Credit Card,1,416,0,8,Loyal,North,Rainy,0
O-02949,P-6805,C-8710,Footwear,Sneakers,11799.0,7.0,10973.07,App,Wallet,6,113,11,1,Loyal,East,Rainy,0
O-02950,P-9507,C-9765,Home,Bedsheet,4050.0,37.0,2551.5,App,UPI,3,1273,16,3,New,East,Hot,0
O-02951,P-6945,C-2047,Beauty,Serum,3695.0,18.0,3029.9,Website,Wallet,4,1024,34,3,Loyal,North,Rainy,0
O-02952,P-8088,C-2863,Home,Cookware,13071.0,31.0,9018.99,App,Credit Card,9,1572,10,4,New,West,Hot,1
O-02953,P-7537,C-7740,Home,Bedsheet,985.0,9.0,896.35,Website,Wallet,7,1235,10,4,Loyal,South,Hot,0
O-02954,P-2020,C-5877,Beauty,Cream,10030.0,2.0,9829.4,App,UPI,4,951,34,4,Loyal,South,Cold,0
O-02955,P-4045,C-3890,Beauty,Serum,17527.0,38.0,10866.74,Mobile Web,Credit Card,7,1357,8,2,Loyal,South,Cold,0
O-02956,P-2873,C-3047,Footwear,Sneakers,5554.0,47.0,2943.62,App,Credit Card,8,1873,44,8,Loyal,East,Cold,1
O-02957,P-6745,C-5692,Clothing,Shirt,7046.0,24.0,5354.96,Website,Credit Card,8,453,13,9,Loyal,South,Hot,0
O-02958,P-7781,C-6367,Home,Cookware,10564.0,10.0,9507.6,Mobile Web,Wallet,8,1709,40,6,Regular,South,Rainy,0
O-02959,P-8368,C-4706,Footwear,Sandals,8393.0,30.0,5875.1,Website,COD,5,919,8,9,Loyal,South,Cold,1
O-02960,P-3596,C-9416,Electronics,Laptop,9727.0,13.0,8462.49,Mobile Web,COD,2,149,12,7,New,North,Clear,0
O-02961,P-3822,C-8785,Home,Lamp,13831.0,38.0,8575.22,Website,COD,1,1797,13,4,Loyal,West,Clear,1
O-02962,P-2063,C-5674,Home,Bedsheet,5443.0,36.0,3483.52,Website,Credit Card,5,1963,49,2,New,South,Hot,0
O-02963,P-4459,C-4805,Home,Cookware,15300.0,16.0,12852.0,App,UPI,4,474,12,0,Loyal,South,Cold,0
O-02964,P-6816,C-7201,Shoes,Running,3778.0,44.0,2115.68,Mobile Web,COD,2,1923,6,4,New,South,Clear,0
O-02965,P-5846,C-4001,Electronics,Charger,17918.0,27.0,13080.14,Mobile Web,Wallet,8,398,34,1,Regular,North,Hot,0
O-02966,P-7546,C-7132,Shoes,Casual,12566.0,4.0,12063.36,App,Credit Card,4,1023,40,3,Loyal,South,Hot,0
O-02967,P-8685,C-3870,clOThing,Charger,5345.0,19.0,4329.45,Mobile Web,COD,2,35,6,6,New,East,Hot,1
O-02968,P-4918,C-6703,Electronics,Mobile,10654.0,46.0,5753.16,App,COD,2,963,42,2,Loyal,East,Rainy,0
O-02969,P-4394,C-9171,Beauty,Perfume,13306.0,1.0,13172.94,App,UPI,5,1117,43,5,New,North,Hot,0
O-02970,P-6064,C-7645,Beauty,Cream,2096.0,47.0,1110.88,Mobile Web,COD,8,738,31,3,New,West,Rainy,1
O-02971,P-6837,C-9192,Shoes,Formal,13358.0,38.0,8281.96,App,COD,7,1929,29,9,Regular,East,Hot,1
O-02972,P-2389,C-5579,Shoes,Running,6405.0,3.0,6212.85,App,UPI,1,332,34,0,Regular,North,Clear,0
O-02973,P-5379,C-4671,Clothing,Kurta,2673.0,46.0,1443.42,Mobile Web,Wallet,4,1947,26,7,Loyal,East,Hot,0
O-02974,P-8046,C-5392,Home,Lamp,6136.0,1.0,6074.64,Website,Wallet,2,84,36,9,Loyal,West,Cold,0
O-02975,P-3615,C-9447,Footwear,Boots,,,1497.02,,COD,6,163,6,4,Regular,,Clear,0
O-02976,P-8217,C-7884,Beauty,Cream,729.0,25.0,546.75,Website,COD,9,50,17,7,Regular,West,Cold,1
O-02977,P-2840,C-2002,Beauty,Cream,3646.0,2.0,3573.08,Mobile Web,UPI,4,1282,17,5,New,East,Cold,0
O-02978,P-8029,C-6193,Clothing,Kurta,15270.0,41.0,9009.3,Mobile Web,UPI,7,374,48,0,Loyal,South,Hot,1
O-02979,P-8236,C-4881,Shoes,Running,3994.0,31.0,2755.86,App,COD,9,438,28,9,Regular,North,Cold,0
O-02980,P-1552,C-7532,Beauty,Perfume,13829.0,16.0,11616.36,Mobile Web,Credit Card,6,1439,13,1,Regular,West,Clear,0
O-02981,P-1556,C-9568,Footwear,Boots,9542.0,26.0,7061.08,App,UPI,6,1716,39,7,New,North,Cold,0
O-02982,P-8140,C-7024,Shoes,Running,7158.0,8.0,6585.36,App,Wallet,1,1542,10,7,Regular,North,Clear,0
O-02983,P-7584,C-8407,Footwear,Boots,17775.0,24.0,13509.0,Website,COD,8,186,26,7,Regular,South,Rainy,0
O-02984,P-5257,C-8721,Footwear,Boots,6467.0,5.0,6143.65,Website,UPI,1,511,35,6,Regular,South,Clear,0
O-02985,P-4202,C-9433,Beauty,Serum,11470.0,32.0,7799.6,Website,Wallet,9,771,11,9,Loyal,West,Cold,1
O-02986,P-1751,C-2126,Clothing,Shirt,4516.0,5.0,4290.2,Website,UPI,4,351,48,3,Regular,North,Clear,0
O-02987,P-4158,C-1727,Electronics,Laptop,10975.0,3.0,10645.75,App,Credit Card,6,994,10,6,Loyal,West,Clear,0
O-02988,P-7068,C-9413,Beauty,Serum,14905.0,26.0,11029.7,App,Wallet,5,292,21,0,Regular,South,Rainy,0
O-02989,P-9501,C-4553,Beauty,Serum,533.0,27.0,389.09,App,Wallet,4,753,14,7,New,East,Rainy,0
O-02990,P-7843,C-5051,Footwear,Sandals,18565.0,41.0,10953.35,Mobile Web,Credit Card,4,701,45,2,Loyal,North,Cold,0
O-02991,P-8547,C-5971,Shoes,Formal,19843.0,25.0,14882.25,App,UPI,1,1331,7,3,Loyal,East,Rainy,0
O-02992,P-3299,C-7111,Home,Lamp,3115.0,21.0,2460.85,Website,Wallet,4,469,1,8,New,West,Rainy,0
O-02993,P-5661,C-7715,Beauty,Cream,6066.0,35.0,3942.9,App,Wallet,3,244,5,3,Regular,North,Hot,1
O-02994,P-6282,C-2816,Home,Cookware,4266.0,21.0,3370.14,Website,Credit Card,5,1057,32,7,Loyal,West,Rainy,0
O-02995,P-9987,C-1377,Footwear,Sandals,12162.0,3.0,11797.14,Website,UPI,4,443,26,0,Loyal,East,Cold,0
O-02996,P-9854,C-8304,Beauty,Perfume,11365.0,6.0,10683.1,App,Wallet,7,899,8,7,Loyal,North,Clear,1
O-02997,P-2956,C-2906,Footwear,Boots,19276.0,33.0,12914.92,App,Wallet,2,1797,30,4,Loyal,North,Rainy,0
O-02998,P-3806,C-8501,Electronics,Laptop,3389.0,5.0,3219.55,App,Credit Card,1,680,26,1,Regular,South,Clear,0
O-02999,P-2940,C-2606,Beauty,Cream,10211.0,1.0,10108.89,Website,Credit Card,4,39,7,3,New,East,Rainy,0
O-03000,P-3480,C-3107,Beauty,Cream,19770.0,49.0,10082.7,App,Wallet,1,14,4,2,Loyal,North,Hot,0
O-03001,P-3878,C-4668,Beauty,Perfume,13301.0,42.0,7714.58,Mobile Web,Wallet,1,873,40,1,Regular,East,Clear,0
O-03002,P-8692,C-5642,Shoes,Casual,8158.0,48.0,4242.16,Website,Wallet,7,1958,16,1,New,East,Rainy,0
O-03003,P-2810,C-2488,Electronics,Charger,12698.0,13.0,11047.26,Website,COD,2,1510,24,5,New,East,Rainy,1
O-03004,P-6190,C-9677,Clothing,Kurta,18309.0,33.0,12267.03,App,Wallet,2,10,12,5,New,South,Clear,0
O-03005,P-7848,C-5835,Clothing,Tshirt,2886.0,19.0,2337.66,App,UPI,7,962,22,8,Loyal,North,Hot,1
O-03006,P-1653,C-6433,Beauty,Perfume,3901.0,22.0,3042.78,Mobile Web,UPI,4,491,38,9,New,South,Hot,1
O-03007,P-3296,C-1504,Clothing,Tshirt,19358.0,30.0,13550.6,Mobile Web,UPI,4,1127,11,7,New,East,Hot,1
O-03008,P-3167,C-4663,Clothing,Kurta,7651.0,33.0,5126.17,App,UPI,4,116,19,1,Regular,North,Clear,0
O-03009,P-9004,C-8096,Shoes,Running,8106.0,11.0,7214.34,App,UPI,2,310,12,8,Regular,South,Clear,0
O-03010,P-9506,C-8402,Electronics,Laptop,13212.0,13.0,11494.44,Mobile Web,Credit Card,7,150,8,1,Regular,East,Clear,0
O-03011,P-7918,C-8883,Home,Lamp,11776.0,0.0,11776.0,App,Credit Card,5,310,13,8,Regular,East,Cold,0
O-03012,P-2014,C-8317,Footwear,Boots,3117.0,44.0,1745.52,Website,Credit Card,8,1285,34,7,Loyal,North,Cold,1
O-03013,P-4109,C-4149,Shoes,Formal,17853.0,38.0,11068.86,App,UPI,1,1493,37,9,Regular,West,Clear,0
O-03014,P-8792,C-4432,Footwear,Boots,9428.0,3.0,9145.16,Website,COD,9,520,49,7,New,South,Cold,0
O-03015,P-4644,C-7153,Home,Cookware,2822.0,0.0,2822.0,App,COD,4,470,21,5,New,North,Clear,0
O-03016,P-6614,C-7046,Footwear,Sneakers,739.0,30.0,517.3,App,Credit Card,8,1213,19,4,Loyal,North,Hot,0
O-03017,P-4439,C-1336,Clothing,Jeans,8130.0,24.0,6178.8,Mobile Web,Credit Card,6,1048,26,6,Regular,North,Clear,0
O-03018,P-6944,C-9466,Home,Bedsheet,12000.0,8.0,11040.0,Website,COD,5,1237,19,5,Loyal,East,Cold,1
O-03019,P-4706,C-7965,Home,Cookware,19889.0,33.0,13325.63,Mobile Web,COD,6,860,37,3,New,West,Cold,0
O-03020,P-8585,C-2749,Clothing,Shirt,13295.0,48.0,6913.4,Mobile Web,UPI,5,590,34,1,Loyal,North,Cold,0
O-03021,P-2226,C-1511,Electronics,Mobile,660.0,48.0,343.2,Website,Wallet,1,518,27,4,New,West,Rainy,0
O-03022,P-3631,C-3852,Beauty,Perfume,,,3991.2,,UPI,6,1283,21,3,New,,Rainy,0
O-03023,P-7565,C-9818,clOThing,Lamp,7896.0,21.0,6237.84,Mobile Web,UPI,6,704,22,3,New,West,Clear,0
O-03024,P-7607,C-7594,Electronics,Headphone,19218.0,16.0,16143.12,Mobile Web,Credit Card,7,1525,34,5,New,East,Cold,1
O-03025,P-5357,C-1250,Home,Cookware,,,7362.87,,COD,5,626,38,8,Regular,,Rainy,1
O-03026,P-6809,C-6334,Clothing,Jacket,14739.0,46.0,7959.06,App,UPI,3,626,29,8,New,East,Cold,0
O-03027,P-5369,C-6808,Footwear,Boots,18306.0,34.0,12081.96,Mobile Web,Wallet,2,159,17,2,Regular,East,Cold,0
O-03028,P-8142,C-2737,Beauty,Perfume,7765.0,2.0,7609.7,App,UPI,1,804,12,0,Loyal,South,Hot,0
O-03029,P-8371,C-2064,Electronics,Laptop,13902.0,0.0,13902.0,Mobile Web,COD,1,252,37,4,Regular,South,Clear,0
O-03030,P-2764,C-2788,Beauty,Cream,18513.0,27.0,13514.49,Website,Credit Card,1,997,11,9,Regular,South,Rainy,0
O-03031,P-6675,C-9446,Footwear,Boots,12511.0,2.0,12260.78,Mobile Web,COD,8,1963,8,6,Loyal,North,Cold,1
O-03032,P-3028,C-8442,Footwear,Sandals,16011.0,41.0,9446.49,Mobile Web,COD,3,39,49,4,New,West,Hot,0
O-03033,P-4085,C-5960,Shoes,Running,4239.0,3.0,4111.83,Website,Credit Card,7,1636,25,2,Regular,West,Cold,0
O-03034,P-1784,C-6716,Shoes,Casual,350.0,37.0,220.5,Mobile Web,COD,7,1737,31,6,Loyal,West,Clear,0
O-03035,P-8837,C-8000,Electronics,Laptop,16869.0,42.0,9784.02,App,UPI,3,151,13,9,Regular,West,Hot,0
O-03036,P-4334,C-9134,Footwear,Sneakers,6359.0,42.0,3688.22,Mobile Web,COD,7,197,43,1,Loyal,West,Hot,1
O-03037,P-3095,C-6078,Footwear,Boots,17974.0,25.0,13480.5,Mobile Web,Credit Card,9,29,25,0,Regular,East,Rainy,0
O-03038,P-4659,C-4972,Beauty,Serum,3970.0,1.0,3930.3,Mobile Web,Wallet,1,313,28,3,Loyal,South,Rainy,0
O-03039,P-6763,C-2215,Clothing,Jacket,6911.0,10.0,6219.9,Website,COD,3,1455,18,9,Regular,East,Clear,0
O-03040,P-3300,C-1186,Shoes,Running,5912.0,21.0,4670.48,Mobile Web,Credit Card,7,1112,26,9,Regular,East,Rainy,0
O-03041,P-2964,C-8319,Beauty,Serum,13933.0,37.0,8777.79,Mobile Web,UPI,5,1716,8,3,New,South,Clear,0
O-03042,P-1999,C-3929,Beauty,Serum,18658.0,4.0,17911.68,App,Wallet,7,1509,40,7,Regular,North,Clear,0
O-03043,P-4278,C-6911,Shoes,Running,12791.0,14.0,11000.26,Website,COD,9,1427,18,6,New,South,Rainy,0
O-03044,P-8999,C-9077,Footwear,Sneakers,11152.0,47.0,5910.56,Website,Credit Card,6,1676,47,2,New,South,Rainy,0
O-03045,P-2767,C-9975,Electronics,Headphone,7281.0,13.0,6334.47,Website,COD,6,1226,17,7,Loyal,West,Hot,1
O-03046,P-8223,C-1430,Footwear,Boots,16852.0,10.0,15166.8,App,COD,4,646,25,4,New,North,Cold,0
O-03047,P-2429,C-8207,Clothing,Tshirt,3324.0,46.0,1794.96,App,Credit Card,5,1938,3,3,Loyal,West,Hot,0
O-03048,P-2105,C-6614,Clothing,Kurta,11129.0,44.0,6232.24,Mobile Web,UPI,5,1393,22,3,Regular,West,Clear,0
O-03049,P-3626,C-7957,Clothing,Shirt,1716.0,47.0,909.48,App,Credit Card,4,1322,49,6,Loyal,South,Clear,0
O-03050,P-8860,C-9905,Clothing,Shirt,,,3731.52,,COD,6,1876,21,9,Loyal,,Cold,1
O-03051,P-8973,C-2162,Clothing,Shirt,9608.0,33.0,6437.36,App,COD,9,1326,24,1,Regular,North,Clear,1
O-03052,P-3484,C-5508,Footwear,Boots,18291.0,6.0,17193.54,Website,UPI,7,368,41,2,Regular,North,Hot,0
O-03053,P-3806,C-7141,Footwear,Sneakers,13816.0,5.0,13125.2,Mobile Web,UPI,4,643,44,5,New,North,Clear,0
O-03054,P-7949,C-6894,Electronics,Laptop,17593.0,27.0,12842.89,App,Credit Card,3,624,49,9,Regular,East,Hot,1
O-03055,P-3970,C-8577,Footwear,Sneakers,10677.0,14.0,9182.22,App,Wallet,4,390,7,7,Loyal,West,Clear,0
O-03056,P-9605,C-3504,Shoes,Running,5323.0,15.0,4524.55,App,UPI,3,1084,10,2,Regular,West,Clear,0
O-03057,P-1883,C-9687,Shoes,Formal,17469.0,25.0,13101.75,Website,Wallet,9,1586,21,6,Loyal,West,Clear,1
O-03058,P-5519,C-6483,Home,Bedsheet,18518.0,0.0,18518.0,Mobile Web,UPI,4,170,16,9,Loyal,South,Hot,0
O-03059,P-1106,C-1115,Electronics,Charger,17039.0,25.0,12779.25,App,Credit Card,2,135,34,4,Regular,North,Clear,0
O-03060,P-7818,C-1365,Electronics,Charger,2446.0,33.0,1638.82,Website,UPI,2,1581,46,5,New,South,Hot,0
O-03061,P-2200,C-8552,Beauty,Perfume,13943.0,15.0,11851.55,Website,Wallet,7,953,32,6,Loyal,South,Rainy,0
O-03062,P-7203,C-3173,Footwear,Sandals,4103.0,40.0,2461.8,App,Credit Card,1,310,21,9,New,East,Hot,0
O-03063,P-4318,C-1220,Home,Cookware,19092.0,12.0,16800.96,Website,Credit Card,2,592,38,7,New,East,Hot,1
O-03064,P-3923,C-7409,Footwear,Boots,6539.0,40.0,3923.4,App,Credit Card,9,1509,8,5,New,North,Cold,0
O-03065,P-7625,C-1475,Shoes,Casual,10618.0,27.0,7751.14,Mobile Web,Wallet,9,1193,22,4,Regular,South,Cold,0
O-03066,P-5560,C-3622,Footwear,Sandals,1799.0,26.0,1331.26,App,UPI,7,1604,10,4,Loyal,South,Rainy,0
O-03067,P-7698,C-4041,Shoes,Casual,9945.0,25.0,7458.75,App,UPI,3,399,40,3,New,West,Cold,0
O-03068,P-6996,C-5805,Electronics,Headphone,17253.0,30.0,12077.1,App,Wallet,6,353,41,2,Regular,East,Rainy,0
O-03069,P-3317,C-3138,Beauty,Serum,14305.0,3.0,13875.85,App,Credit Card,2,950,49,2,New,West,Rainy,0
O-03070,P-3668,C-6101,Electronics,Headphone,4147.0,44.0,2322.32,Website,UPI,1,532,42,5,Loyal,East,Rainy,0
O-03071,P-4485,C-3492,Electronics,Laptop,18726.0,42.0,10861.08,Website,Credit Card,7,154,26,0,Loyal,West,Hot,0
O-03072,P-8890,C-2708,Electronics,Laptop,4789.0,23.0,3687.53,Website,UPI,2,800,30,0,New,West,Rainy,0
O-03073,P-7513,C-2117,Beauty,Perfume,3344.0,37.0,2106.72,Mobile Web,UPI,4,1594,26,2,New,East,Clear,0
O-03074,P-9410,C-6376,Footwear,Boots,7311.0,9.0,6653.01,Website,Wallet,7,958,9,0,Regular,North,Rainy,1
O-03075,P-5146,C-9626,Shoes,Casual,17429.0,8.0,16034.68,Website,Wallet,7,1481,18,4,New,South,Clear,1
O-03076,P-8300,C-7940,Electronics,Headphone,11127.0,8.0,10236.84,App,COD,1,592,6,0,Regular,East,Clear,0
O-03077,P-2804,C-7412,Electronics,Mobile,15231.0,5.0,14469.45,Website,Wallet,1,397,33,2,Regular,South,Cold,0
O-03078,P-5918,C-3489,Beauty,Serum,11499.0,3.0,11154.03,Mobile Web,COD,1,1927,7,5,Regular,South,Rainy,1
O-03079,P-9282,C-9389,Home,Lamp,,,3983.82,,Wallet,7,1029,6,8,New,,Hot,0
O-03080,P-7875,C-1357,Footwear,Boots,19064.0,13.0,16585.68,Mobile Web,COD,2,399,41,3,Regular,South,Hot,0
O-03081,P-2769,C-7276,Clothing,Jeans,2329.0,8.0,2142.68,Mobile Web,COD,9,538,15,1,New,East,Rainy,1
O-03082,P-5077,C-7184,Clothing,Tshirt,17812.0,20.0,14249.6,Mobile Web,Credit Card,5,618,8,1,Loyal,East,Rainy,0
O-03083,P-5561,C-5444,Home,Cookware,10229.0,41.0,6035.11,Website,Wallet,4,374,25,6,Loyal,North,Cold,1
O-03084,P-6903,C-7769,Beauty,Cream,8665.0,9.0,7885.15,Website,Credit Card,8,1826,34,2,New,West,Cold,0
O-03085,P-5228,C-4807,Clothing,Jeans,12866.0,10.0,11579.4,App,Wallet,5,1853,0,9,Regular,East,Rainy,0
O-03086,P-7277,C-7001,Clothing,Tshirt,4022.0,0.0,4022.0,App,Wallet,9,1999,9,4,New,North,Cold,1
O-03087,P-3628,C-9722,Footwear,Sneakers,16351.0,27.0,11936.23,App,UPI,7,823,35,2,Regular,East,Clear,0
O-03088,P-9359,C-7746,Electronics,Headphone,9664.0,8.0,8890.88,Mobile Web,UPI,7,477,24,2,New,East,Rainy,0
O-03089,P-5946,C-4350,Shoes,Running,18908.0,6.0,17773.52,Mobile Web,COD,3,469,46,5,New,West,Rainy,0
O-03090,P-9972,C-3887,Electronics,Charger,507.0,44.0,283.92,Website,UPI,5,1308,32,4,Regular,South,Rainy,0
O-03091,P-8047,C-5521,Beauty,Perfume,16291.0,43.0,9285.87,Mobile Web,Wallet,3,306,13,5,Loyal,South,Cold,0
O-03092,P-9162,C-3908,Electronics,Mobile,16683.0,7.0,15515.19,Website,Credit Card,4,1105,37,8,New,South,Cold,1
O-03093,P-9032,C-1796,Clothing,Jacket,8582.0,35.0,5578.3,Website,COD,8,910,43,2,New,West,Hot,1
O-03094,P-2144,C-4038,Electronics,Mobile,5357.0,37.0,3374.91,App,Credit Card,8,1577,35,0,Loyal,North,Rainy,1
O-03095,P-5206,C-1357,Electronics,Mobile,7292.0,24.0,5541.92,App,COD,3,1213,0,1,Regular,East,Cold,0
O-03096,P-7345,C-9441,Home,Bedsheet,7785.0,5.0,7395.75,Website,UPI,1,1199,15,0,New,South,Rainy,0
O-03097,P-5855,C-1950,Home,Lamp,6080.0,11.0,5411.2,Mobile Web,COD,9,1967,26,3,Regular,South,Rainy,0
O-03098,P-1786,C-9328,Clothing,Shirt,9080.0,43.0,5175.6,Website,UPI,7,1556,23,0,Loyal,North,Cold,0
O-03099,P-6949,C-4314,Beauty,Perfume,3178.0,40.0,1906.8,Website,Wallet,2,1016,36,5,Regular,East,Hot,0
O-03100,P-6776,C-4390,Beauty,Cream,6526.0,43.0,3719.82,Website,UPI,8,1120,22,6,New,West,Clear,1
O-03101,P-9646,C-1922,Clothing,Shirt,1203.0,15.0,1022.55,Mobile Web,Wallet,8,730,2,3,Regular,West,Clear,0
O-03102,P-4241,C-5824,Electronics,Headphone,16483.0,40.0,9889.8,Website,Credit Card,3,665,21,2,Regular,West,Rainy,0
O-03103,P-5313,C-2472,Clothing,Jeans,10088.0,1.0,9987.12,Mobile Web,Credit Card,3,15,28,7,Regular,West,Clear,0
O-03104,P-6855,C-4678,Beauty,Cream,9106.0,4.0,8741.76,Mobile Web,Credit Card,9,174,24,5,New,East,Rainy,0
O-03105,P-9824,C-7516,Shoes,Casual,14415.0,43.0,8216.55,Mobile Web,Wallet,2,1007,17,9,Loyal,West,Rainy,0
O-03106,P-7684,C-2909,Shoes,Running,10605.0,35.0,6893.25,Website,Credit Card,7,648,38,6,Loyal,West,Rainy,0
O-03107,P-1531,C-5091,Beauty,Perfume,11098.0,31.0,7657.62,App,Wallet,2,1559,41,4,Loyal,East,Hot,0
O-03108,P-3633,C-9204,Beauty,Perfume,,,5404.3,,UPI,9,1525,20,8,Loyal,,Rainy,1
O-03109,P-9687,C-2025,Beauty,Perfume,14235.0,2.0,13950.3,Website,Wallet,3,1040,42,2,New,South,Cold,0
O-03110,P-4486,C-9685,Home,Cookware,7094.0,43.0,4043.58,Website,Wallet,6,843,46,2,Regular,East,Cold,0
O-03111,P-6015,C-6438,Footwear,Sandals,2745.0,1.0,2717.55,App,Wallet,5,116,42,1,Loyal,East,Cold,0
